User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000729,P00048042,M,36-45,12,C,0,0,1,6,8,8242
1000731,P00354442,M,46-50,3,A,0,1,5,,,8621
1000731,P00100942,M,46-50,3,A,0,1,5,,,7084
1000731,P00247042,M,46-50,3,A,0,1,5,14,,7177
1000732,P00113942,M,26-35,7,B,4+,0,8,,,6197
1000733,P00240142,M,36-45,16,C,1,1,5,,,7022
1000735,P00003242,M,26-35,14,A,3,0,8,15,,9998
1000735,P00241642,M,26-35,14,A,3,0,1,2,11,15913
1000737,P00370642,M,0-17,19,A,2,0,8,16,,5956
1000739,P00100442,M,36-45,12,C,3,0,2,4,5,12857
1000742,P00243942,M,18-25,0,C,1,0,1,2,15,15662
1000744,P00046742,M,26-35,17,B,2,0,1,2,15,15454
1000746,P00128742,F,18-25,19,B,3,0,1,,,11594
1000746,P00259942,F,18-25,19,B,3,0,16,,,8350
1000749,P00010742,M,36-45,18,B,0,0,1,8,17,11842
1000751,P00110942,F,26-35,17,C,3,0,1,2,,15189
1000752,P00004242,F,26-35,3,A,3,0,1,6,8,11502
1000752,P00208742,F,26-35,3,A,3,0,1,6,16,11530
1000752,P00086242,F,26-35,3,A,3,0,10,,,18741
1000752,P00294042,F,26-35,3,A,3,0,8,14,,6021
1000753,P0099742,M,0-17,10,C,1,0,3,4,5,10861
1000754,P00295742,M,36-45,7,C,3,0,8,,,5963
1000755,P00093242,F,36-45,0,B,3,1,8,,,7802
1000757,P00234542,M,26-35,12,A,1,0,5,,,7088
1000757,P00259942,M,26-35,12,A,1,0,16,,,12181
1000762,P00274242,M,0-17,10,C,2,0,1,,,15729
1000765,P00152742,M,26-35,17,B,1,0,5,,,5151
1000765,P00000542,M,26-35,17,B,1,0,5,,,6992
1000769,P00112542,M,46-50,17,C,4+,1,1,11,15,11936
1000770,P00077042,M,18-25,4,B,2,1,5,,,1748
1000770,P00068142,M,18-25,4,B,2,1,5,,,1779
1000772,P00242742,M,18-25,12,C,2,0,1,2,9,12104
1000774,P00354142,M,18-25,4,A,4+,0,6,8,,16546
1000777,P00249742,M,18-25,19,B,1,0,1,15,18,3994
1000777,P00251442,M,18-25,19,B,1,0,5,,,3494
1000778,P00221342,M,18-25,17,C,4+,0,1,2,5,8051
1000780,P00127242,M,26-35,17,B,3,0,1,16,,11590
1000783,P00035542,M,26-35,4,A,2,0,3,4,12,11039
1000786,P00110742,M,26-35,0,C,2,0,1,2,8,19238
1000789,P00248142,M,18-25,1,B,3,1,5,,,7010
1000791,P00127842,M,36-45,7,B,1,0,1,2,15,15464
1000792,P00062842,M,26-35,17,B,2,0,1,2,13,11907
1000793,P00146842,F,36-45,14,C,1,0,6,8,16,12060
1000795,P00110042,F,36-45,14,B,1,0,5,14,,5280
1000796,P00308242,M,51-55,6,B,4+,1,5,8,14,5478
1000796,P00292042,M,51-55,6,B,4+,1,8,,,6104
1000798,P00217242,F,26-35,20,C,1,1,1,15,,7646
1000801,P00114842,F,26-35,20,C,4+,0,5,,,8614
1000802,P00161442,M,26-35,16,B,1,0,5,14,,6959
1000802,P00207242,M,26-35,16,B,1,0,5,,,5359
1000804,P00115442,M,26-35,20,C,0,0,8,,,9978
1000808,P00180042,M,26-35,7,B,1,1,11,,,5890
1000809,P00240542,M,26-35,17,C,1,0,5,11,,8685
1000812,P00224142,M,26-35,6,C,2,0,8,,,6087
1000816,P00275842,M,46-50,0,C,2,0,2,9,15,10143
1000817,P00329242,M,18-25,4,B,2,0,5,14,,6932
1000818,P00071242,M,18-25,4,C,2,0,1,15,16,3798
1000820,P00151742,M,36-45,7,A,1,0,8,15,16,9959
1000822,P00121642,F,26-35,1,B,0,1,5,14,,8779
1000824,P00111842,M,36-45,12,A,2,1,8,,,7757
1000824,P00319842,M,36-45,12,A,2,1,3,5,,10811
1000829,P00085342,M,0-17,19,A,2,0,10,13,,23562
1000830,P00211242,M,36-45,7,A,3,0,8,12,,9861
1000832,P00270142,M,18-25,2,C,4+,0,5,,,1841
1000837,P00010742,M,55+,7,C,1,1,1,8,17,11563
1000838,P00350642,M,51-55,17,C,0,0,8,,,9877
1000839,P00280742,M,26-35,0,A,2,0,6,8,,19932
1000839,P00294842,M,26-35,0,A,2,0,8,,,7989
1000840,P00218042,F,26-35,3,C,1,1,5,,,5362
1000843,P00033342,M,26-35,7,B,2,1,5,14,,7018
1000846,P00367942,M,26-35,5,C,3,1,5,,,8816
1000848,P00117442,M,26-35,15,B,0,0,5,14,,5392
1000850,P00155942,M,36-45,0,A,3,1,8,17,,2069
1000850,P00266442,M,36-45,0,A,3,1,5,,,5384
1000853,P00112142,M,26-35,17,B,4+,0,1,2,14,19073
1000854,P0099042,F,26-35,16,B,1,0,5,12,14,5369
1000854,P00302642,F,26-35,16,B,1,0,16,,,12636
1000854,P00266642,F,26-35,16,B,1,0,1,8,9,12037
1000855,P00017142,F,18-25,2,A,2,1,5,,,7064
1000855,P00170642,F,18-25,2,A,2,1,5,8,,7088
1000855,P00059042,F,18-25,2,A,2,1,5,,,3727
1000857,P00313542,M,36-45,17,C,3,1,5,8,,5423
1000859,P00183342,M,26-35,12,B,4+,1,5,15,18,6956
1000861,P00182142,M,26-35,7,C,0,0,1,5,6,19315
1000864,P00265342,F,26-35,0,B,3,0,7,,,16846
1000869,P00365642,M,18-25,20,A,4+,1,5,8,,7014
1000869,P00075442,M,18-25,20,A,4+,1,5,11,,8801
1000869,P00236342,M,18-25,20,A,4+,1,5,14,,7153
1000869,P00129642,M,18-25,20,A,4+,1,5,,,8875
1000869,P00043742,M,18-25,20,A,4+,1,5,8,,5239
1000870,P00319042,F,26-35,1,B,4+,1,5,,,6901
1000873,P00241542,M,55+,6,C,3,1,1,6,,11790
1000877,P00183942,M,26-35,0,B,1,1,3,4,,8208
1000877,P00207042,M,26-35,0,B,1,1,5,14,,5326
1000877,P00259842,M,26-35,0,B,1,1,1,14,16,11969
1000881,P00112142,M,18-25,14,A,1,0,1,2,14,15241
1000881,P00093342,M,18-25,14,A,1,0,1,8,18,7746
1000881,P00033742,M,18-25,14,A,1,0,8,12,,2295
1000881,P00086442,M,18-25,14,A,1,0,8,13,15,10065
1000884,P00102642,M,0-17,10,C,3,0,4,8,9,3498
1000887,P00337542,F,55+,16,B,3,1,5,14,,5154
1000889,P00328342,M,46-50,20,A,1,0,5,,,3555
1000889,P00105142,M,46-50,20,A,1,0,1,2,15,12094
1000889,P00129642,M,46-50,20,A,1,0,5,,,5228
1000889,P00035942,M,46-50,20,A,1,0,1,5,18,7780
1000889,P00150342,M,46-50,20,A,1,0,8,14,,4011
1000889,P00136742,M,46-50,20,A,1,0,1,14,16,4110
1000889,P00261242,M,46-50,20,A,1,0,1,17,,7987
1000889,P00083642,M,46-50,20,A,1,0,8,,,6128
1000890,P00015842,M,18-25,4,C,4+,0,1,14,16,15259
1000891,P00216242,M,26-35,1,C,4+,0,3,4,5,7944
1000891,P00150842,M,26-35,1,C,4+,0,11,13,16,3164
1000895,P00321542,M,51-55,1,C,1,1,5,,,8882
1000897,P00015042,M,26-35,6,B,4+,0,8,17,,3914
1000899,P0096542,F,26-35,1,B,3,1,3,4,12,8288
1000903,P00251842,M,55+,13,C,2,1,1,15,16,4302
1000904,P00227342,M,36-45,20,B,4+,0,11,,,1624
1000905,P00249742,F,46-50,12,C,1,0,1,15,18,7988
1000909,P00274142,M,46-50,7,C,2,0,1,,,15693
1000911,P00172842,M,51-55,0,B,3,1,3,4,,8150
1000911,P00365242,M,51-55,0,B,3,1,5,8,,7193
1000912,P00120442,F,36-45,2,B,1,0,8,,,6060
1000918,P00050242,F,46-50,1,C,1,0,8,,,6003
1000919,P00119742,F,36-45,1,C,1,0,5,8,12,8685
1000920,P00234842,M,18-25,4,C,4+,0,5,6,16,8827
1000922,P00115642,M,55+,16,B,2,1,8,14,,9875
1000922,P00248342,M,55+,16,B,2,1,8,13,,5924
1000924,P00345842,M,51-55,17,C,1,1,2,8,14,13113
1000927,P00211542,F,26-35,20,C,1,1,5,,,3432
1000928,P00125742,F,55+,16,C,4+,1,8,,,8113
1000929,P00046742,M,26-35,15,A,1,0,1,2,15,15837
1000929,P00226642,M,26-35,15,A,1,0,5,6,,5212
1000931,P00271242,F,55+,1,C,0,0,8,14,,5884
1000934,P00041942,F,36-45,7,A,0,0,5,18,,1990
1000934,P00303342,F,36-45,7,A,0,0,1,16,,11433
1000934,P00223142,F,36-45,7,A,0,0,5,,,5394
1000937,P00198042,M,26-35,15,A,2,1,11,16,,5893
1000939,P00025442,F,26-35,20,C,2,0,1,2,9,15477
1000943,P00031042,F,46-50,12,C,0,1,8,,,9752
1000945,P00182642,M,46-50,7,C,3,0,2,4,9,13175
1000949,P00235842,M,51-55,17,B,4+,1,11,15,16,5986
1000949,P00111542,M,51-55,17,B,4+,1,2,17,,16029
1000953,P00112342,M,51-55,20,B,1,1,13,16,,935
1000954,P00026542,F,26-35,0,B,1,1,8,,,7877
1000955,P00110042,F,51-55,7,B,1,1,5,14,,7048
1000957,P00365242,M,36-45,1,C,2,1,5,8,,8761
1000957,P00117542,M,36-45,1,C,2,1,18,,,3059
1000960,P00357142,M,0-17,10,C,4+,0,8,,,6166
1000963,P00149342,M,26-35,0,A,0,1,13,16,,759
1000963,P00126042,M,26-35,0,A,0,1,8,14,,6099
1000967,P00042842,F,18-25,0,B,3,0,5,,,5351
1000970,P00103042,M,26-35,0,B,4+,1,1,14,,19579
1000970,P00347642,M,26-35,0,B,4+,1,1,6,,12091
1000971,P00356042,M,26-35,12,B,2,1,1,15,,11560
1000973,P00154642,F,26-35,1,C,1,1,8,,,4078
1000975,P00118542,M,36-45,0,B,2,1,5,8,,5183
1000975,P00111842,M,36-45,0,B,2,1,8,,,8114
1000977,P00115142,M,26-35,2,C,0,0,1,8,17,19109
1000977,P00242742,M,26-35,2,C,0,0,1,2,9,4498
1000981,P00117042,M,26-35,20,B,2,1,1,2,5,11689
1000984,P00002142,M,51-55,16,A,2,1,1,5,8,15692
1000984,P00121342,M,51-55,16,A,2,1,1,5,18,19524
1000984,P00024642,M,51-55,16,A,2,1,5,14,,5291
1000987,P00021642,F,36-45,17,C,0,0,8,14,,7954
1000990,P00024642,M,18-25,6,C,2,0,5,14,,6954
1000996,P00161942,M,26-35,17,A,4+,1,5,8,,8603
1000996,P00249042,M,26-35,17,A,4+,1,7,,,16551
1000998,P00102442,M,46-50,20,A,0,1,8,,,5991
1000999,P00192542,M,26-35,15,B,2,0,1,2,9,12125
1000999,P00212242,M,26-35,15,B,2,0,8,,,6088
1001000,P00057542,F,26-35,6,B,1,0,3,4,5,10668
1001004,P00321042,M,26-35,3,B,2,0,1,17,,15813
1001006,P00355142,M,18-25,4,C,4+,0,1,15,,15415
1001010,P00053142,M,26-35,0,A,1,0,1,,,4470
1001010,P00213542,M,26-35,0,A,1,0,11,,,1476
1001010,P00196442,M,26-35,0,A,1,0,5,,,2031
1001010,P00294542,M,26-35,0,A,1,0,8,,,4068
1001013,P00113242,M,55+,13,C,1,0,1,6,8,15752
1001015,P00285342,M,36-45,3,A,4+,1,5,8,,7174
1001015,P00303042,M,36-45,3,A,4+,1,5,,,8595
1001015,P00155742,M,36-45,3,A,4+,1,8,,,8009
1001015,P00329642,M,36-45,3,A,4+,1,8,14,,5993
1001016,P00370242,M,55+,16,C,3,0,5,,,7081
1001017,P00368942,M,36-45,0,B,2,0,11,,,3025
1001017,P00235842,M,36-45,0,B,2,0,11,15,16,4580
1001018,P00243942,M,18-25,4,A,4+,0,1,2,15,15250
1001019,P00120342,M,36-45,1,A,4+,1,5,17,,8644
1001019,P00288742,M,36-45,1,A,4+,1,16,,,12212
1001019,P00207342,M,36-45,1,A,4+,1,5,8,14,1903
1001019,P00364842,M,36-45,1,A,4+,1,5,16,,3454
1001022,P00051442,M,26-35,3,C,2,0,8,17,,9720
1001026,P00347942,F,46-50,0,C,1,1,8,,,6047
1001029,P00313542,M,26-35,0,B,0,0,5,8,,5471
1001031,P00274242,M,36-45,16,C,2,1,1,,,15722
1001033,P00181542,M,26-35,5,B,1,0,11,16,,6088
1001036,P00111742,M,36-45,7,C,1,0,15,,,13007
1001038,P00049642,F,55+,15,C,2,1,8,14,,9839
1001041,P00085042,M,46-50,2,B,2,0,5,6,,6985
1001044,P00188542,M,26-35,20,A,0,0,5,8,14,7106
1001050,P00260442,M,26-35,1,B,1,0,1,15,,11923
1001050,P00022342,M,26-35,1,B,1,0,8,16,,4071
1001051,P00145042,F,26-35,0,A,0,1,1,2,5,4282
1001051,P00271942,F,26-35,0,A,0,1,5,8,,7052
1001051,P00248942,F,26-35,0,A,0,1,1,6,14,19335
1001051,P00079142,F,26-35,0,A,0,1,11,,,4705
1001051,P00278542,F,26-35,0,A,0,1,8,,,7931
1001053,P00298442,M,36-45,0,C,2,1,16,,,12201
1001053,P00352942,M,36-45,0,C,2,1,1,2,,11533
1001055,P00258742,M,36-45,0,A,1,1,5,,,8809
1001057,P00058342,M,46-50,17,B,1,1,3,4,,13706
1001058,P00127742,M,26-35,1,B,2,0,1,2,15,11408
1001058,P00117242,M,26-35,1,B,2,0,8,17,,10054
1001059,P00351042,F,26-35,0,B,3,0,5,,,1870
1001060,P00147742,M,18-25,10,C,1,0,1,16,,15460
1001062,P00092142,M,51-55,19,C,3,0,8,,,9922
1001063,P00118942,M,36-45,7,B,1,0,8,,,5927
1001066,P00200442,M,46-50,12,C,3,1,13,16,,187
1001068,P00227842,F,18-25,4,B,2,0,2,5,,9890
1001068,P00220442,F,18-25,4,B,2,0,5,14,,8731
1001069,P00068842,M,26-35,20,A,4+,0,5,15,,1824
1001069,P00004142,M,26-35,20,A,4+,0,8,17,,5974
1001069,P00290042,M,26-35,20,A,4+,0,8,,,2295
1001069,P00266742,M,26-35,20,A,4+,0,8,13,14,1965
1001072,P00058042,F,36-45,7,C,2,0,8,16,,8095
1001075,P00109142,F,26-35,6,A,1,1,8,17,,7945
1001077,P00188742,M,26-35,3,A,1,0,8,14,17,9836
1001078,P00109242,F,46-50,9,C,1,1,6,8,10,16500
1001083,P00088542,M,55+,0,B,1,1,5,12,14,8865
1001086,P00048742,M,18-25,4,A,2,0,5,,,6922
1001086,P00284042,M,18-25,4,A,2,0,8,17,,7919
1001087,P00034042,M,26-35,16,B,1,0,1,2,16,11810
1001088,P00334242,F,0-17,10,A,3,0,1,8,,15631
1001088,P00033342,F,0-17,10,A,3,0,5,14,,7153
1001088,P00113242,F,0-17,10,A,3,0,1,6,8,15717
1001088,P00302942,F,0-17,10,A,3,0,8,,,7884
1001088,P00122542,F,0-17,10,A,3,0,11,,,1506
1001088,P00117842,F,0-17,10,A,3,0,5,13,16,7060
1001090,P00115942,M,26-35,7,C,1,1,8,17,,6092
1001094,P00084442,F,18-25,0,C,1,0,13,16,,580
1001096,P00194442,M,0-17,10,C,1,0,5,,,7183
1001096,P00338442,M,0-17,10,C,1,0,1,16,,7676
1001097,P00193542,M,18-25,17,A,4+,0,1,2,,15244
1001100,P00119142,M,26-35,0,B,0,1,3,4,12,8036
1001100,P00010242,M,26-35,0,B,0,1,5,,,5204
1001100,P00037142,M,26-35,0,B,0,1,1,2,5,11605
1001101,P00020242,M,36-45,1,A,1,0,8,14,,2000
1001101,P00069242,M,36-45,1,A,1,0,8,11,,3991
1001104,P00029242,M,36-45,11,A,1,0,8,,,9718
1001109,P00150342,M,18-25,10,C,1,0,8,14,,5826
1001112,P00158542,M,18-25,6,A,4+,0,5,6,13,5387
1001112,P00325742,M,18-25,6,A,4+,0,2,9,,3717
1001112,P00269742,M,18-25,6,A,4+,0,11,16,,1604
1001113,P00324942,M,18-25,4,B,3,0,5,,,6875
1001114,P00001742,F,18-25,9,A,2,0,8,14,,9854
1001116,P00330442,M,26-35,15,B,3,0,5,14,,6892
1001117,P00052842,M,18-25,14,B,3,0,10,15,,23366
1001117,P00149642,M,18-25,14,B,3,0,5,14,,5161
1001117,P00329442,M,18-25,14,B,3,0,5,8,,7102
1001117,P00268442,M,18-25,14,B,3,0,8,17,,7756
1001119,P00154042,M,36-45,1,B,2,1,1,2,15,11908
1001119,P00328042,M,36-45,1,B,2,1,8,14,,8100
1001120,P00146042,M,18-25,4,A,0,1,1,13,15,11611
1001120,P00221342,M,18-25,4,A,0,1,1,2,5,15454
1001120,P00112542,M,18-25,4,A,0,1,1,11,15,19348
1001121,P00193242,M,55+,7,C,4+,1,6,8,,16257
1001124,P00074142,M,26-35,2,B,4+,1,3,4,12,10863
1001124,P00144642,M,26-35,2,B,4+,1,1,15,16,15547
1001125,P00330342,F,18-25,4,B,2,0,5,11,16,6869
1001125,P00260342,F,18-25,4,B,2,0,1,15,,11990
1001128,P00288542,M,26-35,1,A,2,0,8,,,6202
1001128,P00093242,M,26-35,1,A,2,0,8,,,7923
1001128,P00181242,M,26-35,1,A,2,0,11,,,3167
1001129,P00259342,M,36-45,17,C,2,0,5,9,,7086
1001130,P00000642,M,18-25,7,C,1,0,1,6,16,15796
1001132,P00000642,M,18-25,12,A,1,1,1,6,16,15688
1001133,P00146842,M,18-25,2,C,0,0,6,8,16,4718
1001136,P00333042,F,36-45,7,C,3,0,5,8,,7192
1001137,P00330642,M,18-25,4,B,4+,0,5,,,6920
1001138,P00173842,M,18-25,12,C,4+,0,1,2,15,7964
1001140,P00288242,F,46-50,2,B,2,1,5,14,,5204
1001140,P00119242,F,46-50,2,B,2,1,18,,,3050
1001140,P00326042,F,46-50,2,B,2,1,2,,,12970
1001141,P00348942,F,26-35,3,B,1,1,8,13,,9829
1001142,P00154642,M,18-25,1,B,1,0,8,,,5911
1001143,P00341242,M,51-55,7,C,4+,1,7,,,16900
1001146,P00269642,F,18-25,16,B,2,1,11,16,,3225
1001147,P00324942,M,26-35,20,B,3,1,5,,,5331
1001148,P00106742,M,36-45,17,C,1,1,3,5,,2982
1001150,P00276142,F,26-35,20,A,1,0,12,,,1063
1001150,P00219742,F,26-35,20,A,1,0,6,11,16,4758
1001150,P00043942,F,26-35,20,A,1,0,8,,,8068
1001150,P00088642,F,26-35,20,A,1,0,5,8,17,5230
1001150,P00218342,F,26-35,20,A,1,0,5,,,1871
1001150,P00293242,F,26-35,20,A,1,0,8,16,,3908
1001151,P00042942,M,26-35,15,C,2,1,1,15,,11624
1001152,P00213042,M,18-25,4,C,2,0,1,2,15,8127
1001155,P0099342,M,26-35,12,C,0,0,5,8,,8884
1001158,P00025942,F,36-45,1,C,2,1,8,14,,5977
1001161,P00018142,M,26-35,0,A,1,0,5,,,5362
1001162,P00117142,F,36-45,0,B,4+,0,2,17,,10152
1001164,P00059842,F,26-35,19,A,1,1,5,,,1740
1001164,P00173542,F,26-35,19,A,1,1,5,8,,5162
1001165,P00324742,M,26-35,12,B,1,1,2,9,14,13163
1001168,P00115242,F,26-35,0,A,1,1,5,8,,6896
1001170,P00074642,M,55+,3,A,2,1,5,9,14,7193
1001172,P00001142,F,26-35,0,A,2,1,5,8,14,8724
1001172,P00021642,F,26-35,0,A,2,1,8,14,,8109
1001173,P00248142,F,26-35,7,A,3,0,5,,,5193
1001175,P00231342,F,26-35,2,A,1,0,5,8,14,8638
1001177,P00216742,F,26-35,17,C,2,1,5,,,8848
1001179,P00154042,M,51-55,1,B,2,1,1,2,15,15609
1001181,P00199042,M,36-45,7,A,3,1,1,5,,11860
1001181,P00258442,M,36-45,7,A,3,1,5,,,6928
1001181,P00290242,M,36-45,7,A,3,1,8,14,17,7885
1001181,P00243942,M,36-45,7,A,3,1,1,2,15,11495
1001181,P00254342,M,36-45,7,A,3,1,5,11,,7056
1001181,P00268342,M,36-45,7,A,3,1,5,,,5176
1001181,P00353142,M,36-45,7,A,3,1,5,,,6870
1001182,P00211142,M,0-17,10,B,3,0,5,,,5235
1001182,P00207942,M,0-17,10,B,3,0,6,8,,12254
1001183,P00325942,M,36-45,19,B,1,0,5,,,5230
1001184,P00112142,F,26-35,4,C,1,1,1,2,14,15604
1001186,P00271142,M,18-25,19,A,1,1,5,,,5446
1001193,P00250842,M,26-35,12,C,3,1,8,,,3933
1001194,P00148642,F,26-35,1,B,1,1,6,10,13,19925
1001194,P00001542,F,26-35,1,B,1,1,1,2,14,8260
1001194,P00329342,F,26-35,1,B,1,1,5,,,3646
1001198,P00338442,M,0-17,10,C,1,0,1,16,,19589
1001199,P00331942,M,51-55,13,C,4+,1,5,,,3641
1001202,P00282042,M,36-45,12,B,0,0,5,15,,3502
1001203,P00306042,F,26-35,1,A,3,0,2,8,,12808
1001203,P00120442,F,26-35,1,A,3,0,8,,,7780
1001203,P00236542,F,26-35,1,A,3,0,8,11,,9766
1001204,P00249742,M,26-35,7,B,4+,0,1,15,18,15496
1001206,P00016842,F,51-55,7,C,1,1,1,2,15,4452
1001209,P00201342,M,36-45,7,C,1,1,1,2,9,15696
1001211,P00172542,M,18-25,4,A,1,0,5,8,,8885
1001215,P00129342,M,36-45,17,C,0,0,1,5,15,15906
1001218,P00110142,M,55+,15,B,0,1,7,,,16773
1001219,P00035942,M,26-35,7,C,3,1,1,5,18,11525
1001220,P00027142,M,0-17,10,A,3,0,8,,,6057
1001221,P00313542,M,18-25,0,B,1,0,5,8,,3701
1001221,P00011842,M,18-25,0,B,1,0,5,14,,3612
1001224,P00008242,M,51-55,13,B,4+,0,8,,,3998
1001224,P00365242,M,51-55,13,B,4+,0,5,8,,6909
1001224,P00245642,M,51-55,13,B,4+,0,5,11,12,6914
1001224,P00309442,M,51-55,13,B,4+,0,8,,,7941
1001228,P00110542,M,26-35,1,C,4+,1,8,,,9869
1001230,P00277542,M,26-35,11,B,2,0,1,6,15,15508
1001232,P00366542,F,18-25,4,C,2,0,5,,,8706
1001235,P00213242,F,26-35,7,A,1,0,5,8,,8744
1001239,P00032542,F,26-35,20,B,1,0,8,,,6084
1001241,P00334242,M,0-17,10,B,1,0,1,8,,19116
1001242,P00075842,F,36-45,0,A,0,1,14,,,18380
1001242,P00227142,F,36-45,0,A,0,1,5,,,6952
1001243,P00261542,M,36-45,15,B,4+,1,16,,,16634
1001243,P00318742,M,36-45,15,B,4+,1,1,8,,15399
1001244,P00304642,M,26-35,4,A,4+,1,2,14,15,6722
1001244,P00352242,M,26-35,4,A,4+,1,1,6,16,8181
1001246,P00250242,M,18-25,4,A,2,0,5,,,8569
1001246,P00082342,M,18-25,4,A,2,0,15,16,,13250
1001250,P00086242,M,51-55,0,C,1,1,10,,,23251
1001254,P00108542,F,18-25,1,B,2,0,5,8,14,8605
1001255,P00178942,M,26-35,17,A,4+,0,5,8,,7107
1001257,P00171542,F,18-25,14,C,3,1,2,5,14,13294
1001260,P00288942,M,26-35,17,B,0,0,1,2,5,15392
1001260,P00001442,M,26-35,17,B,0,0,8,,,5914
1001261,P00086442,M,18-25,4,C,2,0,8,13,15,8092
1001262,P00287242,M,26-35,4,A,0,1,5,,,5267
1001263,P00245642,M,0-17,10,B,4+,0,5,11,12,6993
1001264,P00321042,M,26-35,1,A,3,0,1,17,,15891
1001264,P00339842,M,26-35,1,A,3,0,1,14,15,12096
1001265,P00313442,F,18-25,20,B,0,1,5,6,8,7158
1001265,P00315842,F,18-25,20,B,0,1,5,,,1878
1001266,P00051442,M,26-35,4,B,0,1,8,17,,10023
1001266,P00222442,M,26-35,4,B,0,1,5,,,5142
1001267,P00346142,M,26-35,15,C,1,0,1,15,,8282
1001268,P00161942,M,51-55,2,B,1,1,5,8,,5455
1001271,P00004842,F,46-50,6,C,3,1,3,4,12,8220
1001272,P00032442,M,18-25,20,B,0,0,5,,,3555
1001273,P00025942,M,36-45,2,C,3,1,8,14,,6046
1001273,P00234842,M,36-45,2,C,3,1,5,6,16,7072
1001274,P00226342,M,46-50,7,B,4+,1,11,15,,6157
1001274,P00338842,M,46-50,7,B,4+,1,11,16,,6108
1001276,P00313342,M,36-45,17,B,2,0,5,,,8740
1001279,P00112142,M,36-45,1,A,2,0,1,2,14,15358
1001279,P00028442,M,36-45,1,A,2,0,1,8,16,4044
1001281,P00114642,M,26-35,19,C,1,0,5,8,,7130
1001284,P00036442,M,46-50,16,A,1,1,16,,,16479
1001284,P00051142,M,46-50,16,A,1,1,8,,,5941
1001285,P00337842,M,36-45,4,A,0,1,5,,,8694
1001285,P00169742,M,36-45,4,A,0,1,1,8,15,15332
1001285,P00258742,M,36-45,4,A,0,1,5,,,8808
1001285,P00244442,M,36-45,4,A,0,1,11,,,7404
1001287,P00337842,F,51-55,7,B,3,0,5,,,3504
1001291,P00021742,F,36-45,0,A,3,0,5,,,3753
1001291,P00289342,F,36-45,0,A,3,0,5,8,14,5261
1001294,P00329442,F,51-55,20,B,4+,1,5,8,,5272
1001297,P00258742,M,26-35,7,A,4+,0,5,,,7144
1001297,P00233442,M,26-35,7,A,4+,0,1,2,15,11716
1001298,P00263542,M,36-45,6,B,4+,0,16,,,20660
1001298,P00236942,M,36-45,6,B,4+,0,12,,,1412
1001299,P00184942,M,26-35,14,B,1,0,1,8,17,18987
1001299,P00274042,M,26-35,14,B,1,0,1,,,15709
1001301,P00000142,F,26-35,2,C,1,1,3,4,5,10931
1001303,P00085042,M,26-35,19,A,4+,0,5,6,,8633
1001303,P00113342,M,26-35,19,A,4+,0,1,8,17,15860
1001304,P00112442,M,26-35,14,C,1,1,6,8,,16594
1001306,P00086242,M,26-35,3,B,3,0,10,,,18596
1001306,P00227742,M,26-35,3,B,3,0,5,14,,8607
1001311,P00241642,M,18-25,10,C,1,0,1,2,11,15484
1001313,P00127242,M,18-25,4,B,4+,1,1,16,,15190
1001314,P00036542,F,18-25,4,C,0,0,4,5,,755
1001317,P00260042,M,46-50,7,B,3,1,5,8,,6969
1001317,P00178042,M,46-50,7,B,3,1,8,14,,7809
1001317,P00208342,M,46-50,7,B,3,1,1,16,,11787
1001319,P00147942,F,26-35,3,C,2,1,1,16,,3864
1001321,P00101942,F,26-35,14,C,3,1,8,17,,8019
1001322,P00305942,M,55+,0,A,0,0,5,14,,5176
1001322,P00362742,M,55+,0,A,0,0,8,,,8130
1001323,P00362742,F,36-45,2,C,1,0,8,,,7868
1001325,P00193642,M,26-35,1,B,1,1,2,3,4,10015
1001327,P00111542,M,0-17,10,B,0,0,2,17,,9567
1001329,P00073842,M,18-25,14,B,3,0,1,15,17,19609
1001329,P00307342,M,18-25,14,B,3,0,8,,,5989
1001331,P00286442,M,46-50,0,C,4+,1,8,,,4115
1001333,P00118142,M,26-35,17,A,4+,0,8,17,,9887
1001334,P00278642,M,51-55,7,C,0,1,5,,,6941
1001335,P00054942,M,36-45,0,C,1,0,5,8,,5403
1001339,P00356742,M,36-45,18,C,2,0,5,,,1858
1001340,P00034042,M,26-35,7,A,2,0,1,2,16,3951
1001340,P00102942,M,26-35,7,A,2,0,1,14,,7935
1001340,P00029942,M,26-35,7,A,2,0,8,,,2322
1001341,P00070242,M,18-25,7,C,3,0,5,11,,5148
1001343,P00329442,M,36-45,14,B,3,0,5,8,,8705
1001345,P00230942,F,26-35,2,C,1,1,5,14,,8705
1001347,P00003642,F,18-25,1,C,0,0,8,,,7942
1001350,P00083842,F,36-45,0,C,1,0,5,14,,5463
1001354,P00286842,F,26-35,2,B,3,0,5,8,,7000
1001354,P00046742,F,26-35,2,B,3,0,1,2,15,11451
1001354,P00270542,F,26-35,2,B,3,0,1,6,8,11973
1001355,P00121642,F,46-50,20,A,3,0,5,14,,7187
1001356,P00216342,F,18-25,4,B,2,0,3,4,5,3140
1001356,P00161942,F,18-25,4,B,2,0,5,8,,5220
1001358,P00019342,M,36-45,17,C,1,1,1,6,15,15828
1001360,P00250542,M,26-35,20,C,1,1,4,5,,2115
1001361,P00102642,F,26-35,0,A,1,0,4,8,9,3451
